	sequence	url	index	user	output	method	id	parameter
1115	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/me/my-views/view/all/newJob', 'http://192.168.56.103:8080/me/my-views/view/all/itemcategories?depth=3&iconstyle=icon-xlg']	http://192.168.56.103:8080/me/my-views/view/all/itemcategories?depth=3&iconstyle=icon-xlg	5	user1	error found http error problem accessing memyviewsviewallitemcategories	get	143	
1116	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	144	
1117	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	click on /	1			get	144	
1118	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	get	144	(user1,user1Pass)
1119	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	get	144	
1120	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/computer/slave1/	4	user1	slave build executor status agent slave slave ping response time long timed project tied slave none	get	144	
1121	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/computer	5	user1	node node build queue build executor status master idle idle slave offline name architecture clock difference response time master linux amd sync m slave na timed last ttempts data obtained	get	144	
1122	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/computer/(master)/	6	user1	master node master back list status build history load statistic build executor status idle idle master master jenkins node project tied master none	get	144	
1123	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/computer/(master)/load-statistics	7	user1	master load statistic node master back list status build history load statistic build executor status idle idle load statistic master timespan shortmediumlong load statistic keep track four key metric resource utilization number online executor computer computer online number executor computer computer offline zero label sum executor across online computer label entire jenkins sum executor across online computer jenkins installation configuration change value also change agent go offline number busy executor line track number executor among executor counted carrying build ratio number online executor give resource utilization executor busy prolonged period time consider adding computer jenkins cluster number available executor line track number executor among online executor counted available carry build ratio total number executor give resource availability none executor available prolonged period time consider adding computer jenkins cluster queue length number job build queue waiting available executor computer label jenkins respectively nt include job quiet period include job queue earlier build still progress line ever go mean jenkins run build adding computer note number busy executor number available executor need necessarily equal number online executor executor suspended accepting build thus neither busy available graph exponential moving average periodically collected data value timespans updated every ute ur respectively	get	144	
1124	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/computer/(master)/	8	user1	master node master back list status build history load statistic build executor status idle idle master master jenkins node project tied master none	get	144	
1125	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour']	http://192.168.56.103:8080/computer/(master)/load-statistics?type=hour	9	user1	master load statistic node master back list status build history load statistic build executor status idle idle load statistic master timespan shortmediumlong load statistic keep track four key metric resource utilization number online executor computer computer online number executor computer computer offline zero label sum executor across online computer label entire jenkins sum executor across online computer jenkins installation configuration change value also change agent go offline number busy executor line track number executor among executor counted carrying build ratio number online executor give resource utilization executor busy prolonged period time consider adding computer jenkins cluster number available executor line track number executor among online executor counted available carry build ratio total number executor give resource availability none executor available prolonged period time consider adding computer jenkins cluster queue length number job build queue waiting available executor computer label jenkins respectively nt include job quiet period include job queue earlier build still progress line ever go mean jenkins run build adding computer note number busy executor number available executor need necessarily equal number online executor executor suspended accepting build thus neither busy available graph exponential moving average periodically collected data value timespans updated every ute ur respectively	get	144	
1126	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds', 'http://192.168.56.103:8080/computer/(master)/__history__.html?0']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	145	
1127	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds', 'http://192.168.56.103:8080/computer/(master)/__history__.html?0']	click on /	1			get	145	
1128	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds', 'http://192.168.56.103:8080/computer/(master)/__history__.html?0']	http://192.168.56.103:8080/j_acegi_security_check	2	user1	dashboard build queue build executor status master idle idle slave offline	get	145	(user1,user1Pass)
1129	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds', 'http://192.168.56.103:8080/computer/(master)/__history__.html?0']	http://192.168.56.103:8080/me/my-views	3	user1	dashboard user view people build history project relationship check file fingerprint new view build queue build queue build executor status master idle idle slave offline add description please create new job get started	get	145	
1130	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds', 'http://192.168.56.103:8080/computer/(master)/__history__.html?0']	http://192.168.56.103:8080/computer/slave1/	4	user1	slave build executor status agent slave slave ping response time long timed project tied slave none	get	145	
1131	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds', 'http://192.168.56.103:8080/computer/(master)/__history__.html?0']	http://192.168.56.103:8080/computer	5	user1	node node build queue build executor status master idle idle slave offline name architecture clock difference response time master linux amd sync m slave na timed last ttempts data obtained	get	145	
1132	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds', 'http://192.168.56.103:8080/computer/(master)/__history__.html?0']	http://192.168.56.103:8080/computer/(master)/	6	user1	master node master back list status build history load statistic build executor status idle idle master master jenkins node project tied master none	get	145	
1133	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds', 'http://192.168.56.103:8080/computer/(master)/__history__.html?0']	http://192.168.56.103:8080/computer/(master)/builds	7	user1	master node master back list status build history load statistic build executor status idle idle	get	145	
